"New Page","Nueva Página"
"New Password","Nueva Contraseña"
"New Poll","Nueva Encuesta"
"New Profile","Nuevo Perfil"
"New Rate","Nueva Tarifa"
"New Rating","Nueva Calificación"
"New Review","Nuevo COmentario"
"New Role","Nuevo Rol"
"New Rule","Nueva Regla"
"New Search","Nueva Búsqueda"
"New Set","Nuevo Conjunto"
"New Shipment","Nuev Envío"
"New Sitemap","Nuevo Sitemap"
"New Store View","Nueva Vista de la Tienda"
"New System Template","Nueva Plantilla del sistema"
"New Tag","Nueva etiqueta"
"New Template","Nueva Plantilla"
"New User","Nuevo Usiario"
"New Variable","Nueva Variable"
"New Website","Nuevo Website"
"New password field cannot be empty.","No puede estar vacío el campo de Nueva Contraseña"
"Newsletter","Newsletter"
"Newsletter Problems","Problemas con el Newsletter"
"Newsletter Queue","Cola del Newsletter"
"Newsletter Subscribers","Suscriptores del Newsletter"
"Newsletter Templates","Plantillas para el Newsletter"
"Next month (hold for menu)","Mes siguiente (mantenga para ver menú)"
"Next year (hold for menu)","Año siguiente (mantenga para ver menú)"
"No","No"
"No (price without tax)","No (precio sin impuestos)"
"No Data Found","No se encontraron datos"
"No Templates Found","No se encontraron Plantillas"
"No change","Sin cambio"
"No customer id defined.","No se definió el ID del Usuario"
"No information available.","No hay Información Disponible."
"No profile loaded...","No se cargó el perfíl..."
"No records found for this period.","No se encontraron registros para este periodo."
"No records found.","No se encontraron registros."
"No report code specified.","Ningún código de reporte especificado."
"No search keywords.","No hay palabras de Búsqueda."
"No search modules were registered","No hay módulos de Búsqueda registrados"
"No wishlist item id defined.","No está definido el ID del producto en la Lista de Deseos."
"None","Ninguno"
"Note:","Nota:"
"Notes","Notas"
"Notifications","Notificaciones"
"Number of Orders","Número de Pedidos"
"Number of Uses","Números de Uso"
"Number of Views","Número de Vistas"
"Number of records:","Número de Registro:"
"OAuth Consumers","OAuth Consumers"
"OAuth authorization for admin","OAuth authorization for admin"
"OAuth authorization simple for admin","OAuth authorization simple for admin"
"OK","OK"
"Old rate:","tarifa antigua:"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details."
"One or more of the Cache Types are invalidated:","Uno o más tipos de caché son inválidos:"
"Online Customers","Clientes Conectados"
"Only Once (version upgrade)","Sólo una vez (versión de actualización)"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Sólo atributos con el ámbito ""Global"",tipo de entrada en ""menú desplegable"" y usar para crear un producto configurable ""Si"" están disponibles."
"Only mapped fields","Sólo campos asignados"
"Optional","Opcional"
"Options","Opciones"
"Options is required","Las Opciones son Necesarias"
"Order","Pedido"
"Order #%s","Pedido #%s"
"Order #%s (%s)","Pedido #%s (%s)"
"Order Created Date","Fecha de Creacion del Pedido"
"Order ID","ID del Pedido"
"Order Totals","Tatales de los Pedidos"
"Order Updated Date","Fecha de Actualización del Pedido"
"Order Updated Date report is real-time, does not need statistics refreshing.","El Reporte de la Fecha del Pedido es en tiempo real, no necesita actualizar las estadísticas."
"Orders","Pedidos"
"Original Magento attribute names in first row:","Nombres de atributos originales de Magento en la primera columna:"
"Out of stock","Sin Existencias"
"PDT (Payment Data Transfer) Only","Solamente PDT (Payment Data Transfer)"
"Package Extensions","Extensiones del paquete"
"Pages","Páginas"
"Parent Product Thumbnail","Imagen miniatura de producto raíz"
"Parent Transaction ID","Parent Transaction ID"
"Passive mode","Passive mode"
"Password","Contraseña"
"Password Confirmation","Confirmación del la Contraseña"
"Password confirmation must be same as password.","La contraseña y su confirmación tienen que ser las mismas."
"Password must be at least of %d characters.","La contraseña debe ser al menos de %d caracteres."
"Password must include both numeric and alphabetic characters.","La contraseña debe incluir tanto caracteres numéricos y alfabéticos."
"Password:","Contraseña:"
"Path:","Path:"
"Payment method instance is not available.","Instancia de método de pago no está disponible."
"Payment method is not available.","Forma de pago no está disponible."
"Payment method must be specified.","Forma de pago se debe especificar."
"Pending Reviews","Comentarios Pendientes"
"Pending Tags","Etiquetas Pendientes"
"Per Item","Por Artpiculo"
"Per Order","Por Pedido"
"Percent","Porcentaje"
"Performed At","A realizarse en"
"Period","Periodo"
"Permanent (301)","Permanente (301)"
"Permissions","Permisos"
"Personal Information","Información Personal"
"Phone:","Teléfono:"
"Please Select","Por favor seleccione"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","Por favor confirme el cambio de sitio. Todos los datos que no han sido guardados serán perdidos."
"Please enter 6 or more characters.","Por favor ingrese 6 o más caracteres."
"Please enter a number greater than 0 in this field.","Por favor ingrese un Número Mayor a 0 en este campo."
"Please enter a valid $ amount. For example $100.00.","Por favor ingrese  una cantidad $ válida. Por ejemplo $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Por favor ingrese una URL válida. Por ejemplo http://www.example.com or www.example.com"
"Please enter a valid URL. http:// is required","Por favor ingrese una URL válida. http:// es necesario"
"Please enter a valid credit card number.","Por favor ingrese un número válido de tarjeta de credito."
"Please enter a valid date.","Por favor ingrese una fecha válida."
"Please enter a valid email address. For example johndoe@domain.com.","por favor, ingrese una Dirección de Email válido. Por ejemplo johndoe@domain.com."
"Please enter a valid email.","Por favor, ingrese una Dirección de Email válido."
"Please enter a valid number in this field.","Por favor ingrese un Número válido en este campo."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Por favor ingrese un número telefónico válido, por ejemplo (123) 456-7890 or 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Por favor ingrese un número de seguridad sociual válido, por ejemplo 123-45-6789."
"Please enter a valid value from list","Por favor ingrese una valor valido de la lista"
"Please enter a valid value, ex: 10,20,30","Por favor ingrese un valor válido, ejem: 10,20,30"
"Please enter a valid zip code.","Por favor ingrese un código postal válido."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Por favor ingrese un código postal válido. Por ejemplo 90602 or 90602-1234."
"Please enter another credit card number to complete your purchase.","Por favor, introduzca otro número de tarjeta de crédito para completar su compra."
"Please enter password","Por favor, ingrese la contraseña"
"Please enter password to confirm rollback.","Por favor, introduzca la contraseña para confirmar."
"Please enter valid password.","Por favor ingrese una contraseña válida."
"Please make sure that all global admin search modules are installed and activated.","Por favor, asegúrese de que todos los módulos de administración de búsqueda globales están instalados y activados."
"Please make sure that your changes were saved before running the profile.","Por favor esté seguro de que todos los cambios fueron guardados antes de correr el perfil."
"Please make sure your passwords match.","Por favor asegúrese que las contraseñas coincidan."
"Please select State/Province.","Por favor seleccione el estado/provincia."
"Please select a customer.","Por favor seleccione un cliente."
"Please select a store.","Por favor seleccione una tienda."
"Please select an option.","Por favor seleccione una opción."
"Please select catalog searches.","Por favor seleccione las búsquedas de catálogo."
"Please select customer(s).","Por favor seleccione el o los clientes."
"Please select message(s).","Por favor, seleccione el o los mensaje."
"Please select one of the above options.","Por favor seleccione una de las opciones de arriba."
"Please select one of the options.","Por favor seleccione una de las opciones."
"Please select review(s).","Por favor seleccione el comentario(s)."
"Please select tag(s).","Por favor seleccione etiqueta(s)."
"Please specify backup creation options","Por favor, especifique las opciones de creación del backup"
"Please specify the admin custom URL.","Por favor, especifique la dirección URL de administración personalizada."
"Please try to logout and sign in again.","Por favor trate de cerrar la sesión e iniciarla de nuevo."
"Please type the letters from the image:","Por favor escriba las letras de la imagen:"
"Please use in this field only ""a-z,0-9,_"".","Por favor use en este campo ""a-z,0-9,_""."
"Please use letters only (a-z) in this field.","Por favor use letras solamente (a-z) en este campo."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","Por favor use Números solamente en este campo. Por favor no use espacios u otros caracteres como puntos o comas"
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Por favor use sólo letras (a-z) o Números (0-9) sólo en este campo."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Por favor use sólo letras (a-z) o Números (0-9) sólo en este campo. No se permiten espacios u otros caracteres."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Por favor use en este campo sólo letras (a-z) o Números (0-9) o espacios o # solamente."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Por favor use este formato de fecha: dd/mm/aaaa. Por ejemplo  17/03/2015 para el 17 de marzo del, 2015."
"Please wait while the indexes are being refreshed.","Por favor espere mientras los índices se están recargandose."
"Please wait, loading...","Por favor espere, cargando..."
"Please wait...","Por favor espere..."
"Please, add some answers to this poll first.","Por favor, primero agregue unas cuantas respuestas a la encuesta."
"Please, select ""Visible in Stores"" for this poll first.","Por favor, primero seleccione las ""Tiendas Visibles" para esta encuesta"
"Poll Manager","Administrador de Encuestas"
"Polls","Encuestas"
"Popular","Popular"
"Position","Posición"
"Position of Watermark for %s","Posición de la marca de agua para %s"
"Pregenerated configurable swatches image files.","Muestras configurables archivos de imágenes generadas previamente."
"Pregenerated product images files.","Archivos de imágenes de productos pregeneradas."
"Prev. month (hold for menu)","Mes ant. (mantenga para ver menú)"
"Prev. year (hold for menu)","Año ant. (mantenga para ver menú)"
"Preview","Previsualizar"
"Preview Template","Previsualizar Plantilla"
"Price","Precio"
"Price alert subscription was saved.","La suscripción a las alertas de precio fue guardada exitosamente."
"Price:","Precio:"
"Processed <strong>%s%% %s/%d</strong> records","Registros <strong>%s%% %s/%d</strong> procesados"
"Product","Producto"
"Product Name","Nombre del Producto"
"Product Reviews","Reseñas del Producto"
"Product Tax Classes","Tipos de Impuestos del Producto"
"Product Thumbnail Itself","Miniatura del Producto"
"Product is not loaded.","No se ha cargado el Producto."
"Product:","Producto:"
"Products","Productos"
"Products Bestsellers Report","Reporte de Productos mas Vendidos"
"Products Most Viewed Report","Reporte de Productos más Vistos"
"Products Ordered","Productos pedidos"
"Products in Carts","Productos en Carritos"
"Profile Action","Perfil de Acción"
"Profile Actions XML","Perfil de Acción XML"
"Profile Direction","Dirección del Perfil"
"Profile History","Historial del Perfil"
"Profile Information","Información del Perfil"
"Profile Name","Nombre del Perfil"
"Profile Payments","Pagos del Perfil"
"Profile Schedule","Agenda del Perfil"
"Profile Wizard","Asistente de perfil"
"Profiles","Perfiles"
"Promo","Promoción"
"Promotions","Promociones"
"Purchased Item","Artículos Comprados"
"Put store on the maintenance mode while backup creation","Ponga tienda en el modo de mantenimiento, mientras se realiza el Backup"
"Put store on the maintenance mode while rollback processing","Ponga tienda en el modo de mantenimiento, mientras se restaura un Backup"
"Quantity","Cantidad"
"Queue Refresh","Actualizar COla"
"Queued... Cancel","En cola... cancelar"
"REST Roles","REST Roles"
"Radio Buttons","Radio Buttons"
"Rates","Tarifas"
"Read details","Leer Detalles"
"Rebuild","Reconstruir"
"Rebuild Catalog Index","Reconstruir Índice de Catálogo"
"Rebuild Flat Catalog Category","Rebuild Flat Catalog Category"
"Rebuild Flat Catalog Product","Rebuild Flat Catalog Product"
"Recent Orders","Pedidos Recientes"
"Recent statistics have been updated.","Las estadísticas recientes se han actualizado."
"Recurring Profile View","Ver Perfiles Recurrentes"
"Recursive Dir","Recursive Dir"
"Redirect","Redirigir"
"Reference","Referencia"
"Reference ID","ID de Referencia"
"Refresh","Actualizar"
"Refresh Now*","Actualizar Ahora*"
"Refresh Statistics","Actualizar estadisticas"
"Region/State","Estado/Región"
"Regular Price:","Precio Regular:"
"Reject","Rechazar"
"Reject token authorization Pop Up for admin","Reject token authorization Pop Up for admin"
"Reject token authorization for admin","Reject token authorization for admin"
"Rejection Of Authorization","Rejection Of Authorization"
"Release","Liberar"
"Release Stability","Estabilidad de lanzamiento"
"Release Version","Version de lanzamiento"
"Reload captcha","ReCargar captcha"
"Remote FTP","Remote FTP"
"Remove","Quitar"
"Reports","Reportes"
"Request Path","Request Path"
"Required","Necesario"
"Reset","Restablecer"
"Reset Filter","Restablecer Filtro"
"Reset Password","Restablecer Contraseña"
"Reset a Password","Restablecer una Contraseña"
"Resize","Cambiar el Tamaño"
"Resource Access","Acceso al recurso"
"Resources","Recursos"
"Results","Resultados"
"Retrieve Password","Recuperar contraseña"
"Return Html Version","Regresar a la versión en HTML"
"Revenue","Ingresos"
"Reviews","Comentarios"
"Reviews and Ratings","Comentarios y Calificaciones"
"Rewrite Rules","Reglas de reescritura"
"Role ID","ID del Rol"
"Role Info","Información del Rol"
"Role Information","Información del Rol"
"Role Name","Nombre del Rol"
"Role Resources","Recursos del Rol"
"Role Users","Usuarios del Rol"
"Roles","Roles"
"Roles Resources","Recursos de los Roles"
"Root Category","Categoría Raiz"
"Rotate CCW","Rotate CCW"
"Rotate CW","Rotate CW"
"Run","Ejecutar"
"Run Profile","Ejecutar Perfil"
"Run Profile Inside This Window","Ejecutar perfil dentro de esta ventana"
"Run Profile in Popup","Ejecutar perfil em Popup"
"Running... Kill","Ejecutando... Kill"
"SKU","SKU"
"SKU:","SKU:"
"SSL Error: Invalid or self-signed certificate","Error SSL: Certificado inválido o no firmado"
"Sales","´Ventas"
"Sales Report","Reporte de Ventas"
"Samples","Ejemplos"
"Save","Guardar"
"Save & Generate","Guardar & Generar"
"Save Account","Guardar Cuenta"
"Save Cache Settings","Guardar Configuración de caché"
"Save Config","Guardar Configuración"
"Save Currency Rates","Guarde los cambios de moneda"
"Save Profile","Guardar Perfil"
"Save Role","Guardar Rol"
"Save Template","Guardar Plantilla"
"Save User","Guardar Usuario"
"Save and Continue Edit","Guardar y continuar editando"
"Search","Búsqueda"
"Search Index","Buscar Índice "
"Search Term","Buscar Término"
"Search Terms","Buscar Términos"
"Select","Seleccionar"
"Select All","Seleccionar Todos"
"Select Category","Seleccionar Categoría"
"Select Date","Seleccionar Fecha"
"Select Range","Seleccionar Rango"
"Select date","Seleccionar fecha"
"Selected allowed currency ""%s"" is not available in installed currencies.","Divisa Seleccionada permitida ""%s"" no está disponible en las divisas instaladas."
"Selected base currency is not available in installed currencies.","Divisa base seleccionada no está disponible en las divisas instaladas."
"Selected default display currency is not available in allowed currencies.","Divisa predeterminada a mostrar seleccionada no está disponible en las divisas permitidas."
"Selected default display currency is not available in installed currencies.","Divisa predeterminada a mostrar seleccionada no está disponible en las divisas instaladas."
"Self-assigned roles cannot be deleted.","Los Roles auto-asignados no se pueden eliminar."
"Sender","Remitente"
"Separate Email","Email separado"
"Shipment #%s comment added","Comentario #%s de envío añadido"
"Shipment #%s created","Envíos #%s Creados"
"Shipment Comments","Comentaros de Envíos"
"Shipment History","Historial de Envíos"
"Shipments","Los envíos"
"Shipping","Envíos"
"Shipping Address","Dirección de Envío"
"Shipping Address: ","Dirección de Envío: "
"Shipping Origin","Origen del Envío"
"Shipping Price","Precio del Envío"
"Shipping address selection is not applicable","Selección de la dirección de envío no es aplicable"
"Shipping method must be specified.","Debe de especificarse un método de envío."
"Shipping method selection is not applicable","El método de envío seleccionado no es aplicable"
"Shopping Cart","Carrito de Compra"
"Shopping Cart Price Rules","Reglas de Precios del Carrito de Compras"
"Shopping Cart from %s","Carrito de Compras de %s"
"Show By","Mostrar por"
"Show Report For:","Mostrar Reporte por:"
"Show Reviews","Mostrar Comentarios"
"Sitemap Information","Sitemap Information"
"Size for %s","Tamaño para %s"
"Skip Category Selection","Saltar selección de categoría"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Algunos artículos en este pedido tienen diferentes facturas y tipos de envío."
"Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order.","Algunos de los artículos pedidos no existen en el catálogo y serán quitados si intenta modificar el pedido."
"Sorry, this feature is coming soon...","Disculpe, esta característica estará disponible pronto..."
"Special Price:","Precio Especial:"
"Specific Countries","Especificar países"
"Specified","Especificado"
"Specified profile does not exist.","Perfil especificado no existe."
"Spreadsheet Name:","Nombre de la hoja de cálculo:"
"Start Date","Fecha de inicio"
"Starting profile execution, please wait...","Comenzando la ejecución del Perfil, por favor espere..."
"State/Province:","Estado/Provincia:"
"Static Blocks","Bloques estáticos"
"Status","Estado"
"Status:","Estado:"
"Stock Quantity:","Cantidad de Existencias:"
"Stock notification was saved.","La notificación de existencias fue guardada satisfactoriamente."
"Store","Tienda"
"Store Email Addresses Section","Sección de direcciones de Email de tienda"
"Store View","Vista de la Tienda"
"Store:","Tienda:"
"Stores","Tiendas"
"Subject","Asunto"
"Submit","Enviar"
"Subpackage cannot be conflicting.","El Sub paquete no puede ser conflictivo."
"Subtotal","Subtotal"
"Switch/Solo/Maestro Only","Switch/Solo/Maestro Only"
"Symbol","Símbolo"
"Synchronization is required.","La sincronización es necesaria."
"Synchronization of media storages has been successfully completed.","Sincronización de soportes audiovisuales, se ha completado con éxito."
"Synchronize","Sincronizar"
"Synchronizing %s to %s","Sincronización %s a %s"
"Synchronizing...","Sincronizando..."
"System","Sistema"
"System Section","Sección del Sistema"
"System busy","Sistema ocupado"
"Tags","Etiquetas"
"Target Path","Ruta de destino"
"Tax","Impuesto"
"Tb","Tb"
"Template","Plantilla"
"Template Content","Contenido de la Plantilla"
"Template Information","Información de la Plantilla"
"Template Name","Nombre de la Plantilla"
"Template Styles","Estilos de la Plantilla"
"Template Subject","Asunto de la Plantilla"
"Template Type","Tipo de Plantilla"
"Temporary (302)","Temporal (302)"
"Terms and Conditions","Términos y condiciones"
"Text","Texto"
"The Catalog Rewrites were refreshed.","Las reescrituras Catálogo fueron actualizados."
"The CatalogInventory Stock Status has been rebuilt.","El Estado de las existencias del Catálogo/Inventario ha sido reconstruido."
"The Comment Text field cannot be empty.","El campo Comentario de texto no puede estar vacío."
"The Flat Catalog Product was rebuilt","The Flat Catalog Product was rebuilt"
"The JavaScript/CSS cache has been cleaned.","La Cache JavaScript/CSS cache se ha limpiado."
"The JavaScript/CSS cache has been cleared.","La Cache JavaScript/CSS cache se ha vaciado."
"The Layered Navigation indexing has been queued.","La indexación en capas de navegación ha puesto en cola."
"The Layered Navigation indexing queue has been canceled.","La cola de la indexación en capas de navegación se ha cancelado."
"The Layered Navigation indices were refreshed.","Los índices en capas de navegación fueron actualizados."
"The Layered Navigation process has been queued to be killed.","El proceso en capas navegación ha puesto en cola para ser asesinados."
"The Magento cache storage has been flushed.","El almacenamiento caché Magento se ha vaciado."
"The URL Rewrite has been deleted.","La reescritura de URL ha sido borrada."
"The URL Rewrite has been saved.","La reescritura de URL se ha guardada."
"The account has been saved.","La cuenta se ha guardado."
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","El archivo puede ser descomprimido con <a href=""%s"">%s</a> en Sistemas Windows"
"The attribute set has been removed.","El conjunto de atributos se ha eliminado."
"The backup's creation process will take time.","Proceso de creación del backup tardará tiempo."
"The billing agreement has been canceled.","El acuerdo de compra ha sido cancelado."
"The billing agreement has been deleted.","El acuerdo de compra ha sido borrado."
"The cache storage has been flushed.","El almacenamiento de caché se ha vaciado."
"The carrier needs to be specified.","El vehículo debe ser especificado."
"The catalog index has been rebuilt.","El índice del catálogo ha sido reconstruido."
"The catalog rewrites have been refreshed.","Las reescrituras catálogo han sido actualizados."
"The configurable swatches image cache was cleaned.","El caché de imágenes muestras configurables fue limpiada."
"The configuration has been saved.","La configuración se ha guardado."
"The credit memo has been canceled.","La nota de remisión ha sido cancelada."
"The credit memo has been created.","La nota de remisión ha sido creada."
"The credit memo has been voided.","La nota de remisión ha sido anulada."
"The custom variable has been deleted.","Se ha suprimido la variable personalizada."
"The custom variable has been saved.","La variable personalizada se ha guardado."
"The customer has been deleted.","El cliente ha sido eliminado."
"The customer has been saved.","El cliente se ha guardado."
"The design change has been deleted.","El cambio de diseño ha sido borrado."
"The design change has been saved.","El cambio de diseño se ha guardado."
"The email address is empty.","La dirección de correo electrónico está vacía."
"The email template has been deleted.","La plantilla de correo electrónico ha sido borrada."
"The email template has been saved.","La plantilla de email se ha guardado."
"The flat catalog category has been rebuilt.","The flat catalog category has been rebuilt."
"The group node name must be specified with field node name.","El nombre de nodo de grupo se debe especificar con el campo de nombre de nodo."
"The image cache was cleaned.","El caché de imágenes se ha limpiado."
"The image cache was cleared.","El caché de imágenes se ha vaciado."
"The invoice and shipment have been created.","La nota de remisión y el envío se han creado."
"The invoice and the shipment  have been created. The shipping label cannot be created at the moment.","Han creado la factura y el envío. La etiqueta de envío no se puede crear en este momento."
"The invoice has been canceled.","La nota de  remisión ha sido cancelada."
"The invoice has been captured.","La nota de  remisión ha sido capturada."
"The invoice has been created.","La nota de  remisión ha sido creada."
"The invoice has been voided.","La nota de  remisión ha sido anulada."
"The invoice no longer exists.","La nota de  remisión no existe."
"The item %s (SKU %s) does not exist in the catalog anymore.","El artículo %s (SKU %s) no existe en el catálogo."
"The order does not allow creating an invoice.","El pedido no permite la creación de una nota de remisíón."
"The order no longer exists.","El Pedido ya no existe."
"The poll has been deleted.","La encuesta ha sido borrada."
"The poll has been saved.","La encuesta ha sido guardada."
"The profile has been deleted.","El perfil ha sido borrado."
"The profile has been saved.","El perfil ha sido guardado."
"The profile has been updated.","El perfil ha sido actualizado."
"The profile has no changes.","El perfil no tiene cambios."
"The profile you are trying to save no longer exists","El perfil que están tratando de guardar ya no existe"
"The rating has been deleted.","La calificación ha sido borrado."
"The rating has been saved.","La calificación ha sido guardada."
"The role has been deleted.","El Rol ha sido borrado."
"The role has been saved.","El Rol ha sido guardado."
"The role has been successfully saved.","El Rol ha sido guardado exitosamente."
"The search index has been rebuilt.","El índice de búsqueda se ha reconstruido."
"The shipment has been created.","El envío ha sido creado."
"The shipment has been sent.","El pedido ha sido enviado."
"The shipping label has been created.","La etiqueta de envío se ha creado."
"The tag has been deleted.","La etiqueta ha sido borrada."
"The tag has been saved.","La etiqueta ha sido guardada."
"The transaction details have been updated.","Los detalles de la transacción se han actualizado."
"The user has been deleted.","El usuario ha sido eliminada."
"The user has been saved.","El usuario ha sido guardado."
"Themes JavaScript and CSS files combined to one file.","Themes JavaScript and CSS files combined to one file."
"There is an error in one of the option rows.","Hay un error en una de las filas de opción."
"This Account is","Esta cuenta es"
"This Email template no longer exists.","Esta plantilla de correo electrónico ya no existe."
"This Role no longer exists","Este Rol ya no existe"
"This Role no longer exists.","Este Rol ya no existe."
"This account is","Esta cuenta es"
"This account is inactive.","Esta cuenta está inactiva."
"This action cannot be undone.","Esta acción no se puede deshacer."
"This attribute set does not have attributes which we can use for configurable product","Este conjunto de atributos no tiene atributos que podemos utilizar para el producto configurable"
"This attribute shares the same value in all the stores","Este atributo comparte el mismo valor en todas las tiendas"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","Esta es una tienda de demostración. Cualquier pedido realizado a través de esta tienda no será procesado ni atendido."
"This is a required field.","Es un campo necesario."
"This product is currently disabled.","Este producto está actualmente desactivado."
"This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed.","Este informe depende de la configuración del huso horario. Una vez que se cambia la zona horaria, las estadísticas de toda la vida deben actualizar."
"This section is not allowed.","Esta sección no está permitido."
"This user no longer exists.","Este usuario ya no existe."
"Time","Tiempo"
"Time selection:","Selección de hora:"
"Time:","Tiempo:"
"Timeout limit for response from synchronize process was reached.","Se alcanza el límite de tiempo de espera para la respuesta del proceso de sincronización."
"To","A"
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.","Para cancelar la espera de las autorizaciones y las cantidades de emisiones que ya han sido procesados durante este pago, haga clic en Cancelar."
"To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website.","To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website."
"To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website.","To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website."
"Toggle Editor","Modificar Interruptor"
"Tools","Herramientas"
"Top 5 Search Terms","Los 5 más buscados"
"Total","Total"
"Total Invoiced","Total Facturado"
"Total Order Amount","Cantidad total del pedido"
"Total Refunded","Total de reembolsos"
"Total of %d record(s) have been deleted.","Total de %d registros fueron eliminados."
"Total of %d record(s) have been updated.","Total de %d registros fueron actualizados."
"Total of %d record(s) were canceled.","Total de %d registros cancelados."
"Total of %d record(s) were deleted","Total de %d registros eliminados"
"Total of %d record(s) were deleted.","Total de %d registros eliminados."
"Total of %d record(s) were updated","Total de %d registros actualizados"
"Total of %d record(s) were updated.","Total de %d registros actualizados."
"Track Order","Rastrear Pedido"
"Track this shipment","Ratrear este envío"
"Tracking number %s for %s assigned","Números %s de seguimiento %s asignados"
"Tracking number cannot be empty.","El número de guía no puede quedar vacío."
"Transaction Data","Datos de la transacción"
"Transaction Details","Detalles de transacción"
"Transaction ID","ID de la transacción"
"Transaction Type","Tipo de la transacción"
"Transactional Emails","Transactional Emails"
"Transactions","Transacciones"
"Type","Tipo"
"Type:","Tipo:"
"URL Rewrite","Reescritura de URL"
"URL Rewrite Information","Información de la Reescritura de URL"
"URL Rewrite Management","Administracion de la Reescritura de URL"
"Unable to cancel the credit memo.","No puede cancelar la nota de remisión."
"Unable to find a Email Template to delete.","Imposible encontrar la plantilla de email a eliminar."
"Unable to find a poll to delete.","Imposible encontrar la encuesta a eliminar."
"Unable to find a tag to delete.","Imposible encontrar la etiqueta a eliminar."
"Unable to find a user to delete.","Imposible encontrar el usuario para eliminar."
"Unable to initialize import model","Imposible de inicializar el modelo de importación"
"Unable to refresh lifetime statistics.","Imposible actualizar todas las estadísticas."
"Unable to refresh recent statistics.","Imposible actualizar las estadísticas recientes."
"Unable to save the cron expression.","No es posible guardar la expresión Cron."
"Unable to save the invoice.","Imposible guardar la factura."
"Unable to send the invoice email.","Imposible enviar la factura por email."
"Unable to send the shipment email.","Imposible enviar el email de envío."
"Unable to update transaction details.","Imposible actualizar los detalles de la transacción."
"Unable to void the credit memo.","Imposible anular la nota de remisión."
"Unknown","Desconocido"
"Unlimited","Ilimitado"
"Update","Actualizar"
"Updated At","Actualizado A"
"Upload File","Subir Archivo"
"Upload Files","Subir Archivo"
"Upload HTTP Error","Upload HTTP Error"
"Upload I/O Error","Upload I/O Error"
"Upload Security Error","Upload Security Error"
"Upload import file","Upload import file"
"Uploaded file is larger than %.2f kilobytes allowed by server","Uploaded file is larger than %.2f kilobytes allowed by server"
"Use All Available Attributes","Utilice todos los atributos disponibles"
"Use Config Settings","Utilice Opciones de Configuración"
"Use Default","Usar predeterminado"
"Use Default Value","Usar valor predeterminado"
"Use Default Variable Values","Usar valores de variables predeterminadas"
"Use FTP Connection","Usar conexion FTP"
"Use Website","Usar sitio web"
"Used Currently For","Actualmente se utilizan para"
"Used as Default For","Se utiliza como predeterminado Para"
"User Email","Email de Usuario"
"User ID","ID de Usuario"
"User Info","Info de Usuario"
"User Information","Información de Usuario"
"User Name","Nombre de Usuario"
"User Name is required field.","El Nombre de Usuario es necesario."
"User Name:","Nombre de Usuario:"
"User Password","Contraseña de Usuario"
"User Role","Rol de Usuario"
"User Roles","Roles de Usuario"
"User Roles Information","Información de los Roles de Usuario"
"User Type Resources","Tipos de Recursos de Usuarios"
"User name","Nombre de Usuario"
"Users","Usuarios"
"VAT Number is Invalid","VAT Number is Invalid"
"VAT Number is Valid","VAT Number is Valid"
"Validation Results","Resultados de la Validación"
"Value","Valor"
"Value Delimiter:","Delimitador de Valos:"
"Variable","Variable"
"Variable Code","Codigo Variable"
"Variable HTML Value","Variable HTML Value"
"Variable ID","ID de Variable"
"Variable Name","Nombre de Variable"
"Variable Plain Value","Variable Plain Value"
"Verifier code: %s","Código  de Verificación: %s"
"View Actions XML","View Actions XML"
